"assembled_transcript","Pru_locus"
"TR1946-c0_g1_i1","Pc12g10330"
"TR15240-c0_g1_i1","Pc12g10330"
"TR9771-c0_g1_i1","Pc12g10330"
"TR5563-c0_g1_i1","Pc12g10340"
"TR6531-c0_g1_i1","Pc12g10370"
"TR1522-c0_g1_i1","Pc12g10380"
"TR3650-c0_g1_i1","Pc12g10390"
"TR12848-c0_g1_i1","Pc12g10390"
"TR13474-c0_g1_i1","Pc12g10390"
"TR5292-c0_g1_i1","Pc12g10390"
"TR1271-c0_g1_i1","Pc12g10440"
"TR12986-c0_g1_i1","Pc12g10460"
"TR14783-c0_g1_i1","Pc12g10480"
"TR4125-c0_g1_i1","Pc12g10490"
"TR3228-c0_g1_i1","Pc12g10510"
"TR14998-c0_g1_i1","Pc12g10580"
"TR12632-c0_g1_i1","Pc12g10670"
"TR4998-c0_g1_i1","Pc12g10680"
"TR9684-c2_g1_i1","Pc12g10700"
"TR9684-c1_g1_i1","Pc12g10700"
"TR12716-c1_g1_i1","Pc12g10770"
"TR9833-c1_g1_i1","Pc12g10770"
"TR2752-c0_g1_i1","Pc12g10830"
"TR593-c0_g1_i1","Pc12g10830"
"TR13306-c1_g1_i1","Pc12g10840"
"TR14442-c0_g1_i1","Pc12g10850"
"TR9354-c0_g1_i1","Pc12g10850"
"TR6859-c2_g1_i1","Pc12g10880"
"TR6859-c3_g1_i1","Pc12g10880"
"TR10434-c0_g1_i1","Pc12g10880"
"TR9584-c0_g1_i1","Pc12g10930"
"TR13908-c0_g1_i1","Pc12g10940"
"TR14621-c0_g1_i1","Pc12g10950"
"TR6194-c0_g1_i1","Pc12g10980"
"TR12893-c0_g1_i1","Pc12g11030"
"TR6210-c0_g1_i1","Pc12g11060"
"TR3851-c0_g1_i1","Pc12g11060"
"TR14444-c0_g1_i1","Pc12g11060"
"TR6243-c0_g1_i1","Pc12g11060"
"TR9897-c0_g1_i1","Pc12g11160"
"TR9389-c0_g1_i1","Pc12g11190"
"TR8490-c0_g1_i1","Pc12g11200"
"TR610-c0_g1_i1","Pc12g11210"
"TR13037-c0_g1_i1","Pc12g11210"
"TR14005-c0_g1_i1","Pc12g11260"
"TR2204-c0_g1_i1","Pc12g11290"
"TR1029-c0_g1_i1","Pc12g11290"
"TR11742-c0_g1_i1","Pc12g11300"
"TR5400-c0_g1_i1","Pc12g11320"
"TR1323-c0_g1_i1","Pc12g11320"
"TR11240-c0_g1_i1","Pc12g11330"
"TR11593-c0_g1_i1","Pc12g11360"
"TR10366-c0_g1_i1","Pc12g11380"
"TR7352-c0_g1_i1","Pc12g11390"
"TR13787-c1_g1_i1","Pc12g11400"
"TR8155-c0_g1_i1","Pc12g11410"
"TR13887-c0_g1_i1","Pc12g11470"
"TR12815-c0_g1_i1","Pc12g11480"
"TR10104-c0_g1_i1","Pc12g11480"
"TR7804-c0_g1_i1","Pc12g11480"
"TR11991-c0_g1_i1","Pc12g11480"
"TR13458-c0_g1_i1","Pc12g11480"
"TR7145-c0_g1_i1","Pc12g11540"
"TR3248-c0_g1_i1","Pc12g11540"
"TR5213-c0_g1_i1","Pc12g11540"
"TR5809-c0_g1_i1","Pc12g11540"
"TR14022-c0_g1_i1","Pc12g11540"
"TR10537-c0_g1_i1","Pc12g11550"
"TR5847-c0_g1_i1","Pc12g11570"
"TR13697-c0_g1_i1","Pc12g11570"
"TR7172-c0_g1_i1","Pc12g11590"
"TR2184-c0_g1_i1","Pc12g11600"
"TR5000-c0_g1_i1","Pc12g11600"
"TR6064-c0_g1_i1","Pc12g11600"
"TR175-c0_g1_i1","Pc12g11600"
"TR4110-c0_g1_i1","Pc12g11600"
"TR7501-c0_g1_i1","Pc12g11600"
"TR3723-c0_g1_i1","Pc12g11600"
"TR14483-c0_g1_i1","Pc12g11610"
"TR9403-c0_g1_i1","Pc12g11620"
"TR264-c0_g1_i1","Pc12g11630"
"TR11396-c0_g1_i1","Pc12g11630"
"TR3298-c0_g1_i1","Pc12g11630"
"TR5270-c0_g1_i1","Pc12g11700"
"TR5928-c0_g1_i1","Pc12g11730"
"TR10087-c0_g1_i1","Pc12g11740"
"TR9306-c0_g1_i1","Pc12g11760"
"TR9365-c0_g1_i1","Pc12g11810"
"TR11038-c0_g1_i1","Pc12g11820"
"TR4911-c0_g1_i1","Pc12g11840"
"TR13609-c0_g1_i1","Pc12g11850"
"TR13190-c0_g1_i1","Pc12g11850"
"TR6915-c0_g1_i1","Pc12g11860"
"TR9242-c0_g1_i1","Pc12g11860"
"TR10115-c0_g1_i1","Pc12g11860"
"TR9557-c0_g1_i1","Pc12g11860"
"TR7081-c1_g1_i1","Pc12g11870"
"TR7081-c0_g1_i1","Pc12g11870"
"TR9550-c0_g1_i1","Pc12g11890"
"TR2395-c0_g1_i1","Pc12g11920"
"TR2395-c1_g1_i1","Pc12g11920"
"TR3681-c0_g1_i1","Pc12g11940"
"TR1792-c0_g1_i1","Pc12g11970"
"TR6584-c0_g1_i1","Pc12g11970"
"TR10306-c0_g1_i1","Pc12g11970"
"TR10306-c1_g1_i1","Pc12g11970"
"TR10665-c0_g1_i1","Pc12g12010"
"TR8994-c0_g1_i1","Pc12g12030"
"TR11215-c0_g1_i1","Pc12g12040"
"TR3109-c0_g1_i1","Pc12g12100"
"TR13843-c0_g1_i1","Pc12g12120"
"TR10321-c0_g1_i1","Pc12g12150"
"TR2364-c0_g1_i1","Pc12g12160"
"TR5767-c0_g1_i1","Pc12g12190"
"TR1001-c0_g1_i1","Pc12g12190"
"TR10996-c0_g1_i1","Pc12g12190"
"TR9074-c0_g1_i1","Pc12g12200"
"TR14666-c0_g1_i1","Pc12g12200"
"TR8110-c0_g1_i1","Pc12g12210"
"TR1252-c0_g1_i1","Pc12g12210"
"TR13924-c0_g1_i1","Pc12g12220"
"TR15089-c0_g1_i1","Pc12g12230"
"TR1721-c0_g1_i1","Pc12g12240"
"TR14299-c0_g1_i1","Pc12g12240"
"TR13960-c0_g1_i1","Pc12g12250"
"TR13960-c1_g1_i1","Pc12g12250"
"TR6890-c0_g1_i1","Pc12g12260"
"TR4762-c0_g1_i1","Pc12g12340"
"TR4325-c0_g1_i1","Pc12g12340"
"TR4192-c0_g1_i1","Pc12g12410"
"TR3887-c0_g1_i1","Pc12g12430"
"TR4061-c0_g1_i1","Pc12g12430"
"TR6826-c0_g1_i1","Pc12g12440"
"TR3714-c0_g1_i1","Pc12g12440"
"TR5451-c0_g1_i1","Pc12g12440"
"TR4422-c0_g1_i1","Pc12g12440"
"TR1043-c0_g1_i1","Pc12g12440"
"TR2604-c0_g1_i1","Pc12g12440"
"TR5451-c1_g1_i1","Pc12g12440"
"TR11271-c0_g1_i1","Pc12g12440"
"TR11324-c0_g1_i1","Pc12g12440"
"TR663-c0_g1_i1","Pc12g12470"
"TR4952-c0_g1_i1","Pc12g12470"
"TR3226-c0_g1_i1","Pc12g12500"
"TR1666-c0_g1_i1","Pc12g12510"
"TR937-c0_g1_i1","Pc12g12640"
"TR156-c0_g1_i1","Pc12g12670"
"TR1672-c0_g1_i1","Pc12g12720"
"TR11143-c0_g1_i1","Pc12g12720"
"TR5838-c0_g1_i1","Pc12g12740"
"TR8917-c0_g1_i1","Pc12g12820"
"TR7033-c0_g1_i1","Pc12g12820"
"TR8477-c0_g1_i1","Pc12g12840"
"TR1157-c0_g1_i1","Pc12g12850"
"TR5924-c0_g1_i1","Pc12g12880"
"TR810-c0_g1_i1","Pc12g12880"
"TR7203-c0_g1_i1","Pc12g12900"
"TR529-c0_g1_i1","Pc12g12950"
"TR14868-c0_g1_i1","Pc12g12980"
"TR6058-c0_g1_i1","Pc12g13000"
"TR13090-c0_g1_i1","Pc12g13030"
"TR2266-c0_g1_i1","Pc12g13040"
"TR10828-c0_g1_i1","Pc12g13060"
"TR3689-c0_g1_i1","Pc12g13060"
"TR4033-c1_g1_i1","Pc12g13070"
"TR4033-c0_g1_i1","Pc12g13070"
"TR12126-c0_g1_i1","Pc12g13160"
"TR14415-c2_g1_i1","Pc12g13160"
"TR2188-c0_g1_i1","Pc12g13170"
"TR1150-c0_g1_i1","Pc12g13170"
"TR8787-c0_g1_i1","Pc12g13200"
"TR9824-c0_g1_i1","Pc12g13280"
"TR11663-c0_g1_i1","Pc12g13310"
"TR609-c0_g1_i1","Pc12g13400"
"TR2232-c0_g1_i1","Pc12g13500"
"TR5468-c0_g1_i1","Pc12g13590"
"TR12599-c0_g1_i1","Pc12g13590"
"TR8774-c0_g1_i1","Pc12g13630"
"TR6138-c0_g1_i1","Pc12g13630"
"TR748-c0_g1_i1","Pc12g13640"
"TR12425-c0_g1_i1","Pc12g13700"
"TR11309-c0_g1_i1","Pc12g13700"
"TR4100-c0_g1_i1","Pc12g13900"
"TR14382-c0_g1_i1","Pc12g13900"
"TR7402-c0_g1_i1","Pc12g13910"
"TR9600-c1_g1_i1","Pc12g13930"
"TR9600-c0_g1_i1","Pc12g13930"
"TR3985-c0_g1_i1","Pc12g13950"
"TR12975-c0_g1_i1","Pc12g13970"
"TR9130-c0_g1_i1","Pc12g14010"
"TR5142-c0_g1_i1","Pc12g14010"
"TR1730-c0_g1_i1","Pc12g14020"
"TR4108-c0_g1_i1","Pc12g14170"
"TR5415-c0_g1_i1","Pc12g14170"
"TR2764-c0_g1_i1","Pc12g14170"
"TR8650-c0_g1_i1","Pc12g14170"
"TR14339-c0_g1_i1","Pc12g14240"
"TR4981-c0_g1_i1","Pc12g14250"
"TR9162-c0_g1_i1","Pc12g14280"
"TR963-c0_g1_i1","Pc12g14280"
"TR5551-c0_g1_i1","Pc12g14280"
"TR7681-c0_g1_i1","Pc12g14280"
"TR4095-c0_g1_i1","Pc12g14280"
"TR14892-c0_g1_i1","Pc12g14300"
"TR4758-c0_g1_i1","Pc12g14300"
"TR5860-c0_g1_i1","Pc12g14300"
"TR3614-c0_g1_i1","Pc12g14300"
"TR9618-c2_g1_i1","Pc12g14300"
"TR10061-c0_g1_i1","Pc12g14300"
"TR807-c0_g1_i1","Pc12g14320"
"TR13308-c0_g1_i1","Pc12g14330"
"TR5069-c0_g1_i1","Pc12g14380"
"TR13722-c0_g1_i1","Pc12g14430"
"TR3871-c0_g1_i1","Pc12g14430"
"TR783-c0_g1_i1","Pc12g14430"
"TR1541-c0_g1_i1","Pc12g14470"
"TR7155-c0_g1_i1","Pc12g14470"
"TR6084-c0_g1_i1","Pc12g14490"
"TR11329-c0_g1_i1","Pc12g14520"
"TR6544-c0_g1_i1","Pc12g14530"
"TR15153-c0_g1_i1","Pc12g14630"
"TR8167-c0_g1_i1","Pc12g14630"
"TR8396-c0_g1_i1","Pc12g14680"
"TR288-c0_g1_i1","Pc12g14680"
"TR9772-c0_g1_i1","Pc12g14680"
"TR118-c0_g1_i1","Pc12g14680"
"TR10813-c0_g1_i1","Pc12g14680"
"TR9127-c0_g1_i1","Pc12g14680"
"TR1594-c0_g1_i1","Pc12g14680"
"TR8-c0_g1_i1","Pc12g14680"
"TR9309-c0_g1_i1","Pc12g14680"
"TR15104-c0_g1_i1","Pc12g14710"
"TR12581-c0_g1_i1","Pc12g14750"
"TR5168-c0_g1_i1","Pc12g14750"
"TR13194-c0_g1_i1","Pc12g14760"
"TR9810-c0_g1_i1","Pc12g14780"
"TR7390-c0_g1_i1","Pc12g14830"
"TR7671-c0_g1_i1","Pc12g14840"
"TR13987-c1_g1_i1","Pc12g14890"
"TR13987-c0_g1_i1","Pc12g14890"
"TR1376-c0_g1_i1","Pc12g14890"
"TR650-c0_g1_i1","Pc12g14890"
"TR7497-c0_g1_i1","Pc12g14890"
"TR6525-c0_g1_i1","Pc12g14940"
"TR14497-c0_g1_i1","Pc12g14980"
"TR4154-c0_g1_i1","Pc12g15010"
"TR4693-c0_g1_i1","Pc12g15040"
"TR5073-c0_g1_i1","Pc12g15050"
"TR9795-c0_g1_i1","Pc12g15070"
"TR10133-c0_g1_i1","Pc12g15080"
"TR126-c0_g1_i1","Pc12g15120"
"TR7200-c0_g1_i1","Pc12g15140"
"TR9090-c1_g1_i1","Pc12g15140"
"TR3831-c0_g1_i1","Pc12g15180"
"TR4557-c0_g1_i1","Pc12g15200"
"TR8685-c0_g1_i1","Pc12g15200"
"TR8340-c0_g1_i1","Pc12g15200"
"TR11849-c0_g1_i1","Pc12g15200"
"TR6196-c1_g1_i1","Pc12g15210"
"TR90-c0_g1_i1","Pc12g15240"
"TR7384-c0_g1_i1","Pc12g15240"
"TR11381-c0_g1_i1","Pc12g15280"
"TR13976-c0_g1_i1","Pc12g15280"
"TR13265-c0_g1_i1","Pc12g15300"
"TR9801-c0_g1_i1","Pc12g15310"
"TR7239-c0_g1_i1","Pc12g15340"
"TR11398-c0_g1_i1","Pc12g15440"
"TR6689-c0_g1_i1","Pc12g15450"
"TR3697-c0_g1_i1","Pc12g15470"
"TR3453-c0_g1_i1","Pc12g15520"
"TR13761-c0_g1_i1","Pc12g15540"
"TR4768-c0_g1_i1","Pc12g15550"
"TR4223-c0_g1_i1","Pc12g15550"
"TR12448-c0_g1_i1","Pc12g15580"
"TR715-c0_g1_i1","Pc12g15600"
"TR1590-c0_g1_i1","Pc12g15600"
"TR10759-c0_g1_i1","Pc12g15600"
"TR8192-c0_g1_i1","Pc12g15610"
"TR5202-c0_g1_i1","Pc12g15610"
"TR13873-c0_g1_i1","Pc12g15620"
"TR7143-c0_g1_i1","Pc12g15640"
"TR7143-c1_g1_i1","Pc12g15640"
"TR11172-c0_g1_i1","Pc12g15680"
"TR11599-c0_g1_i1","Pc12g15680"
"TR12989-c0_g1_i1","Pc12g15730"
"TR12728-c0_g1_i1","Pc12g15740"
"TR14401-c0_g1_i1","Pc12g15750"
"TR3252-c0_g1_i1","Pc12g15750"
"TR13992-c0_g1_i1","Pc12g15770"
"TR2273-c0_g1_i1","Pc12g15780"
"TR12419-c0_g1_i1","Pc12g15790"
"TR11654-c0_g1_i1","Pc12g15810"
"TR5531-c1_g1_i1","Pc12g15820"
"TR1419-c0_g1_i1","Pc12g15820"
"TR6609-c0_g1_i1","Pc12g15820"
"TR3243-c0_g1_i1","Pc12g15820"
"TR12296-c0_g1_i1","Pc12g15830"
"TR6270-c0_g1_i1","Pc12g15850"
"TR3371-c0_g1_i1","Pc12g15850"
"TR3371-c1_g1_i1","Pc12g15850"
"TR15125-c0_g1_i1","Pc12g15890"
"TR2449-c0_g1_i1","Pc12g15890"
"TR8388-c0_g1_i1","Pc12g15890"
"TR12595-c0_g1_i1","Pc12g15890"
"TR7625-c0_g1_i1","Pc12g15890"
"TR10204-c0_g1_i1","Pc12g15910"
"TR9543-c0_g1_i1","Pc12g15910"
"TR4874-c0_g1_i1","Pc12g15940"
"TR6797-c0_g1_i1","Pc12g15950"
"TR2706-c0_g1_i1","Pc12g15980"
"TR2632-c0_g1_i1","Pc12g15980"
"TR3549-c0_g1_i1","Pc12g15980"
"TR14009-c0_g1_i1","Pc12g15980"
"TR13753-c0_g1_i1","Pc12g15980"
"TR8900-c0_g1_i1","Pc12g15980"
"TR1747-c0_g1_i1","Pc12g15980"
"TR4993-c0_g1_i1","Pc12g15990"
"TR3111-c0_g1_i1","Pc12g16000"
"TR11414-c0_g1_i1","Pc12g16020"
"TR14394-c0_g1_i1","Pc12g16040"
"TR11653-c0_g1_i1","Pc12g16050"
"TR768-c0_g1_i1","Pc12g16060"
"TR14363-c0_g1_i1","Pc12g16070"
"TR478-c0_g1_i1","Pc12g16080"
"TR112-c0_g1_i1","Pc12g16100"
"TR8190-c0_g1_i1","Pc12g16150"
"TR10602-c0_g1_i1","Pc12g16160"
"TR6565-c1_g1_i1","Pc12g16170"
"TR6300-c0_g1_i1","Pc12g16190"
"TR2362-c0_g1_i1","Pc12g16190"
"TR6352-c0_g1_i1","Pc12g16200"
"TR3840-c0_g1_i1","Pc12g16240"
"TR2342-c0_g1_i1","Pc12g16260"
"TR11823-c0_g1_i1","Pc12g16290"
"TR6570-c0_g1_i1","Pc12g16310"
"TR5977-c0_g1_i1","Pc12g16320"
"TR5141-c0_g1_i1","Pc12g16360"
"TR5169-c1_g1_i1","Pc12g16390"
"TR5937-c0_g2_i1","Pc12g16420"
"TR5937-c0_g1_i1","Pc12g16420"
"TR4881-c0_g1_i1","Pc12g16470"
"TR4449-c0_g1_i1","Pc12g16500"
"TR6901-c0_g1_i1","Pc12g16500"
"TR11394-c0_g1_i1","Pc12g16500"
"TR776-c0_g1_i1","Pc13g00130"
"TR547-c0_g1_i1","Pc13g00530"
"TR4544-c0_g1_i1","Pc13g00600"
"TR10365-c0_g1_i1","Pc13g00650"
"TR9755-c0_g1_i1","Pc13g00890"
"TR9468-c0_g1_i1","Pc13g01130"
"TR6022-c0_g1_i1","Pc13g01130"
"TR9931-c0_g1_i1","Pc13g01420"
"TR5942-c0_g1_i1","Pc13g01430"
"TR3311-c0_g1_i1","Pc13g01430"
"TR4454-c0_g1_i1","Pc13g01450"
"TR11299-c0_g1_i1","Pc13g01460"
"TR2317-c0_g1_i1","Pc13g01470"
"TR11620-c0_g1_i1","Pc13g01490"
"TR14639-c0_g1_i1","Pc13g01490"
"TR14996-c0_g1_i1","Pc13g01490"
"TR14250-c0_g1_i1","Pc13g01510"
"TR12873-c0_g1_i1","Pc13g01540"
"TR13314-c0_g1_i1","Pc13g01590"
"TR5084-c0_g1_i1","Pc13g01630"
"TR1206-c0_g1_i1","Pc13g01640"
"TR9624-c0_g1_i1","Pc13g01650"
"TR14084-c0_g1_i1","Pc13g01670"
"TR1118-c0_g1_i1","Pc13g01670"
"TR13446-c0_g1_i1","Pc13g01680"
"TR15040-c0_g1_i1","Pc13g01700"
"TR2135-c0_g1_i1","Pc13g01700"
"TR9336-c0_g1_i1","Pc13g01780"
"TR10310-c0_g1_i1","Pc13g01790"
"TR3356-c0_g1_i1","Pc13g01860"
"TR496-c0_g1_i1","Pc13g01860"
"TR9464-c0_g1_i1","Pc13g01870"
"TR14820-c0_g1_i1","Pc13g01890"
"TR10375-c1_g1_i1","Pc13g01900"
"TR10375-c0_g1_i1","Pc13g01900"
"TR3290-c0_g1_i1","Pc13g01900"
"TR5933-c0_g1_i1","Pc13g01920"
"TR7313-c0_g1_i1","Pc13g02030"
"TR7590-c0_g1_i1","Pc13g02030"
"TR12347-c0_g1_i1","Pc13g02030"
"TR6323-c1_g1_i1","Pc13g02170"
"TR13878-c0_g1_i1","Pc13g02170"
"TR6323-c0_g1_i1","Pc13g02170"
"TR12626-c0_g1_i1","Pc13g02230"
"TR11422-c0_g1_i1","Pc13g02230"
"TR11157-c0_g1_i1","Pc13g02290"
"TR3108-c0_g1_i1","Pc13g02290"
"TR4764-c0_g1_i1","Pc13g02290"
"TR6978-c0_g1_i1","Pc13g02290"
"TR11400-c0_g1_i1","Pc13g02290"
"TR1735-c0_g1_i1","Pc13g02290"
"TR11400-c1_g1_i1","Pc13g02290"
"TR8537-c0_g1_i1","Pc13g02310"
"TR10081-c0_g1_i1","Pc13g02310"
"TR3253-c0_g1_i1","Pc13g02330"
"TR1955-c0_g1_i1","Pc13g02370"
"TR2776-c0_g1_i1","Pc13g02390"
"TR8943-c0_g1_i1","Pc13g02420"
"TR11237-c0_g1_i1","Pc13g02460"
"TR7627-c0_g1_i1","Pc13g02470"
"TR12396-c0_g1_i1","Pc13g02470"
"TR10656-c0_g1_i1","Pc13g02480"
"TR12449-c0_g1_i1","Pc13g02540"
"TR11632-c0_g1_i1","Pc13g02560"
"TR13752-c0_g1_i1","Pc13g02620"
"TR10395-c0_g1_i1","Pc13g02620"
"TR13903-c0_g1_i1","Pc13g02620"
"TR4493-c0_g1_i1","Pc13g02680"
"TR13241-c0_g1_i1","Pc13g02690"
"TR6862-c0_g1_i1","Pc13g02700"
"TR11201-c0_g1_i1","Pc13g02710"
"TR11430-c0_g1_i1","Pc13g02710"
"TR6682-c0_g2_i1","Pc13g02720"
"TR6682-c0_g1_i1","Pc13g02720"
"TR14776-c0_g1_i1","Pc13g02730"
"TR5435-c0_g1_i1","Pc13g02730"
"TR3021-c0_g1_i1","Pc13g02740"
"TR10074-c0_g1_i1","Pc13g02750"
"TR10371-c0_g1_i1","Pc13g02750"
"TR2299-c0_g1_i1","Pc13g02760"
"TR8355-c0_g1_i1","Pc13g02770"
"TR310-c0_g1_i1","Pc13g02780"
"TR1904-c0_g1_i1","Pc13g02810"
"TR7607-c0_g1_i1","Pc13g02810"
"TR12816-c1_g1_i1","Pc13g02810"
"TR2531-c0_g1_i1","Pc13g02810"
"TR6526-c0_g1_i1","Pc13g02820"
"TR13471-c0_g1_i1","Pc13g02830"
"TR3238-c0_g1_i1","Pc13g02840"
"TR8345-c0_g1_i1","Pc13g02850"
"TR2052-c0_g1_i1","Pc13g02860"
"TR13912-c0_g1_i1","Pc13g02890"
"TR2015-c0_g1_i1","Pc13g02890"
"TR7879-c0_g1_i1","Pc13g02930"
"TR5926-c0_g1_i1","Pc13g02940"
"TR10802-c0_g1_i1","Pc13g02960"
"TR11182-c0_g1_i1","Pc13g02970"
"TR14365-c0_g1_i1","Pc13g02990"
"TR9235-c0_g1_i1","Pc13g02990"
"TR7751-c0_g1_i1","Pc13g02990"
"TR2845-c0_g1_i1","Pc13g02990"
"TR14761-c0_g1_i1","Pc13g02990"
"TR6834-c0_g1_i1","Pc13g02990"
"TR1226-c0_g1_i1","Pc13g02990"
"TR15028-c0_g1_i1","Pc13g03000"
"TR12067-c0_g1_i1","Pc13g03020"
"TR11357-c0_g1_i1","Pc13g03030"
"TR5459-c0_g1_i1","Pc13g03050"
"TR3182-c0_g1_i1","Pc13g03060"
"TR1288-c0_g1_i1","Pc13g03110"
"TR3423-c0_g1_i1","Pc13g03120"
"TR3778-c0_g2_i1","Pc13g03120"
"TR3778-c0_g1_i1","Pc13g03120"
"TR13883-c0_g1_i1","Pc13g03120"
"TR12496-c0_g1_i1","Pc13g03120"
"TR9635-c0_g1_i1","Pc13g03120"
"TR5824-c0_g1_i1","Pc13g03120"
"TR6664-c0_g1_i1","Pc13g03130"
"TR3515-c0_g1_i1","Pc13g03130"
"TR15086-c0_g1_i1","Pc13g03130"
"TR11500-c0_g1_i1","Pc13g03170"
"TR11388-c0_g1_i1","Pc13g03170"
"TR7422-c0_g1_i1","Pc13g03190"
"TR11293-c0_g1_i1","Pc13g03200"
"TR11648-c0_g1_i1","Pc13g03210"
"TR8505-c0_g1_i1","Pc13g03230"
"TR6960-c0_g1_i1","Pc13g03260"
"TR8098-c0_g1_i1","Pc13g03270"
"TR553-c0_g1_i1","Pc13g03280"
"TR3194-c0_g1_i1","Pc13g03360"
"TR9440-c0_g1_i1","Pc13g03370"
"TR15251-c0_g1_i1","Pc13g03380"
"TR5552-c0_g1_i1","Pc13g03380"
"TR13966-c0_g1_i1","Pc13g03420"
"TR3703-c0_g1_i1","Pc13g03430"
"TR13784-c0_g1_i1","Pc13g03430"
"TR6244-c0_g1_i1","Pc13g03440"
"TR6969-c0_g1_i1","Pc13g03450"
"TR5162-c0_g1_i1","Pc13g03450"
"TR9213-c0_g1_i1","Pc13g03450"
"TR1027-c1_g1_i1","Pc13g03450"
"TR6534-c0_g1_i1","Pc13g03450"
"TR4536-c0_g1_i1","Pc13g03450"
"TR2263-c0_g1_i1","Pc13g03450"
"TR3537-c0_g1_i1","Pc13g03460"
"TR14826-c1_g1_i1","Pc13g03460"
"TR14826-c0_g1_i1","Pc13g03460"
"TR6418-c0_g1_i1","Pc13g03460"
"TR7094-c0_g1_i1","Pc13g03480"
"TR10352-c0_g1_i1","Pc13g03480"
"TR11395-c0_g1_i1","Pc13g03560"
"TR2418-c0_g1_i1","Pc13g03560"
"TR5087-c0_g1_i1","Pc13g03590"
"TR2071-c0_g1_i1","Pc13g03600"
"TR12842-c0_g1_i1","Pc13g03610"
"TR9736-c0_g1_i1","Pc13g03660"
"TR3651-c0_g1_i1","Pc13g03660"
"TR14876-c0_g1_i1","Pc13g03660"
"TR6257-c0_g1_i1","Pc13g03670"
"TR14869-c0_g1_i1","Pc13g03680"
"TR8525-c0_g1_i1","Pc13g03700"
"TR14493-c0_g1_i1","Pc13g03730"
"TR4179-c0_g1_i1","Pc13g03780"
"TR10196-c0_g1_i1","Pc13g03790"
"TR2650-c0_g1_i1","Pc13g03870"
"TR9484-c0_g1_i1","Pc13g03880"
"TR12783-c0_g1_i1","Pc13g03890"
"TR4020-c0_g1_i1","Pc13g03910"
"TR4615-c0_g1_i1","Pc13g03920"
"TR11429-c1_g1_i1","Pc13g03920"
"TR11429-c0_g1_i1","Pc13g03920"
"TR13961-c0_g1_i1","Pc13g03920"
"TR11116-c0_g1_i1","Pc13g03950"
"TR9748-c0_g1_i1","Pc13g03990"
"TR5821-c0_g1_i1","Pc13g04030"
"TR6924-c0_g1_i1","Pc13g04040"
"TR4157-c0_g1_i1","Pc13g04060"
"TR13485-c0_g1_i1","Pc13g04070"
"TR7485-c0_g1_i1","Pc13g04080"
"TR4894-c0_g1_i1","Pc13g04100"
"TR9097-c0_g1_i1","Pc13g04110"
"TR1673-c0_g1_i1","Pc13g04120"
"TR5146-c0_g1_i1","Pc13g04130"
"TR11760-c0_g1_i1","Pc13g04140"
"TR5-c0_g1_i1","Pc13g04140"
"TR3738-c0_g1_i1","Pc13g04150"
"TR15191-c0_g1_i1","Pc13g04160"
"TR15191-c1_g1_i1","Pc13g04160"
"TR6411-c0_g1_i1","Pc13g04300"
"TR5334-c0_g1_i1","Pc13g04300"
"TR15080-c0_g1_i1","Pc13g04300"
"TR10047-c0_g1_i1","Pc13g04320"
"TR1136-c0_g1_i1","Pc13g04330"
"TR3706-c0_g1_i1","Pc13g04380"
"TR546-c0_g1_i1","Pc13g04410"
"TR379-c0_g1_i1","Pc13g04410"
"TR7409-c0_g1_i1","Pc13g04420"
"TR3062-c0_g1_i1","Pc13g04430"
"TR5921-c0_g1_i1","Pc13g04430"
"TR5105-c0_g1_i1","Pc13g04430"
"TR7987-c0_g1_i1","Pc13g04430"
"TR12512-c0_g1_i1","Pc13g04450"
"TR776-c1_g1_i1","Pc13g04480"
"TR758-c0_g1_i1","Pc13g04510"
"TR13717-c0_g1_i1","Pc13g04510"
"TR15142-c0_g1_i1","Pc13g04540"
"TR6891-c0_g1_i1","Pc13g04550"
"TR11983-c0_g1_i1","Pc13g04550"
"TR3217-c0_g1_i1","Pc13g04550"
"TR3932-c0_g1_i1","Pc13g04550"
"TR6714-c0_g1_i1","Pc13g04550"
"TR10913-c0_g1_i1","Pc13g04560"
"TR5497-c0_g1_i1","Pc13g04630"
"TR231-c0_g1_i1","Pc13g04680"
"TR13448-c0_g1_i1","Pc13g04680"
"TR2028-c0_g1_i1","Pc13g04680"
"TR4938-c0_g1_i1","Pc13g04700"
"TR14732-c0_g1_i1","Pc13g04750"
"TR3950-c0_g1_i1","Pc13g04880"
"TR6610-c0_g1_i1","Pc13g04890"
"TR2870-c0_g1_i1","Pc13g04890"
"TR353-c0_g1_i1","Pc13g04900"
"TR11729-c0_g1_i1","Pc13g04930"
"TR5830-c0_g1_i1","Pc13g04960"
"TR5751-c0_g1_i1","Pc13g05120"
"TR10066-c0_g1_i1","Pc13g05120"
"TR6590-c0_g1_i1","Pc13g05120"
"TR5301-c0_g1_i1","Pc13g05120"
"TR7796-c0_g1_i1","Pc13g05120"
"TR6378-c0_g1_i1","Pc13g05140"
"TR5200-c0_g1_i1","Pc13g05180"
"TR10489-c0_g1_i1","Pc13g05180"
"TR13036-c0_g1_i1","Pc13g05190"
"TR8174-c0_g1_i1","Pc13g05190"
"TR11153-c0_g1_i1","Pc13g05230"
"TR706-c0_g1_i1","Pc13g05230"
"TR4412-c1_g1_i1","Pc13g05240"
"TR9005-c0_g1_i1","Pc13g05250"
"TR11596-c0_g1_i1","Pc13g05250"
"TR11498-c0_g1_i1","Pc13g05250"
